card_id,pname,set_name,is_custom,image_url,generation,release_date,rarity,pokemon_type,subtype,hp,level,flavour_text
dp2-80,Doduo,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/80_hires.png,Diamond & Pearl,8/1/2007,Common,['Colorless'],['Basic'],60,18,The brains in its two heads appear to communicate emotions to each other with a telepathic power.
dp2-81,Electrike,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/81_hires.png,Diamond & Pearl,8/1/2007,Common,['Lightning'],['Basic'],60,16,"Using electricity stored in its fur, it stimulates its muscles to heighten its reaction speed."
dp2-82,Exeggcute,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/82_hires.png,Diamond & Pearl,8/1/2007,Common,['Grass'],['Basic'],60,12,Its six eggs converse using telepathy. They can quickly gather if they become separated.
dp2-83,Finneon,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/83_hires.png,Diamond & Pearl,8/1/2007,Common,['Water'],['Basic'],50,12,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives."
dp2-84,Geodude,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/84_hires.png,Diamond & Pearl,8/1/2007,Common,['Fighting'],['Basic'],60,12,Many live on mountain trails and remain half buried while keeping an eye on climbers.
dp2-85,Gible,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/85_hires.png,Diamond & Pearl,8/1/2007,Common,['Colorless'],['Basic'],50,9,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close."
dp2-86,Kricketot,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/86_hires.png,Diamond & Pearl,8/1/2007,Common,['Grass'],['Basic'],60,9,"It shakes its head back to front, causing its antennae to hit each other and sound like a xylophone."
dp2-87,Larvitar,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/87_hires.png,Diamond & Pearl,8/1/2007,Common,['Fighting'],['Basic'],50,18,"A Pokémon that eats soil. Once it has eaten a large mountain, it goes to sleep so it can grow."
dp2-88,Magby,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/88_hires.png,Diamond & Pearl,8/1/2007,Common,['Fire'],['Basic'],40,5,"Its body temperature is around 1,100 degrees F. It is healthy if it is breathing yellow flames."
dp2-89,Magikarp,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/89_hires.png,Diamond & Pearl,8/1/2007,Common,['Water'],['Basic'],30,13,It is said to be the world's weakest Pokémon. No one knows why it has managed to survive.
dp2-90,Murkrow,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/90_hires.png,Diamond & Pearl,8/1/2007,Common,['Darkness'],['Basic'],60,20,It is believed that seeing this Pokémon at night will bring about ominous occurrences.
dp2-91,Nidoran ♀,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/91_hires.png,Diamond & Pearl,8/1/2007,Common,['Psychic'],['Basic'],50,12,"While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal."
dp2-92,Paras,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/92_hires.png,Diamond & Pearl,8/1/2007,Common,['Grass'],['Basic'],60,16,Mushrooms named tochukaso grow on its back. They grow along with the host PARAS.
dp2-93,Pichu,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/93_hires.png,Diamond & Pearl,8/1/2007,Common,['Lightning'],['Basic'],40,6,The electric pouches on its cheeks are still small. They cannot store much electricity yet.
dp2-94,Pikachu,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/94_hires.png,Diamond & Pearl,8/1/2007,Common,['Lightning'],['Basic'],60,15,It lives in forests with others. It stores electricity in the pouches on its cheeks.
dp2-95,Remoraid,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/95_hires.png,Diamond & Pearl,8/1/2007,Common,['Water'],['Basic'],60,15,It squirts water forcefully from its mouth to shoot down flying prey.
dp2-96,Sandshrew,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/96_hires.png,Diamond & Pearl,8/1/2007,Common,['Fighting'],['Basic'],60,16,"To protect itself from attackers, it curls up into a ball. It lives in arid regions with minimal rainfall."
dp2-97,Seel,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/97_hires.png,Diamond & Pearl,8/1/2007,Common,['Water'],['Basic'],60,18,A Pokémon that lives on icebergs. It swims in the sea using the point on its head to break up ice.
dp2-99,Slakoth,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/99_hires.png,Diamond & Pearl,8/1/2007,Common,['Colorless'],['Basic'],50,7,It spends nearly all its time in a day sprawled out. Just seeing it makes one drowsy.
dp2-100,Snorunt,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/100_hires.png,Diamond & Pearl,8/1/2007,Common,['Water'],['Basic'],50,14,"In the snow country, certain folklore says a house will prosper if a SNORUNT lives there."
dp2-101,Snover,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/101_hires.png,Diamond & Pearl,8/1/2007,Common,['Grass'],['Basic'],60,20,"It lives on snowy mountains. Having had little contact with humans, it is boldly inquisitive."
dp2-102,Spheal,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/102_hires.png,Diamond & Pearl,8/1/2007,Common,['Water'],['Basic'],50,17,It rolls across ice floes to reach shore because its body is poorly shaped for swimming.
dp2-103,Spinarak,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/103_hires.png,Diamond & Pearl,8/1/2007,Common,['Grass'],['Basic'],50,18,It sets a trap by spinning a web with thin but strong silk. It waits motionlessly for prey to arrive.
dp2-104,Surskit,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/104_hires.png,Diamond & Pearl,8/1/2007,Common,['Grass'],['Basic'],50,14,It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head.
dp2-105,Teddiursa,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/105_hires.png,Diamond & Pearl,8/1/2007,Common,['Colorless'],['Basic'],60,20,It lets honey soak into its paws so it can lick them all the time. Every sets of paws tastes unique.
dp2-106,Totodile,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/106_hires.png,Diamond & Pearl,8/1/2007,Common,['Water'],['Basic'],50,15,It has the habit of biting anything with its developed jaws. Even its Trainer need to be careful.
dp2-107,Vulpix,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/107_hires.png,Diamond & Pearl,8/1/2007,Common,['Fire'],['Basic'],60,16,"It controls balls of fire. As it grows, its six tails split from their tips to make more tails."
dp2-108,Zubat,Mysterious Treasures,False,https://images.pokemontcg.io/dp2/108_hires.png,Diamond & Pearl,8/1/2007,Common,['Psychic'],['Basic'],50,8,"Even though it has no eyes, it can sense obstacles using ultrasonic waves it emits from its mouth."
pop6-1,Bastiodon,POP Series 6,False,https://images.pokemontcg.io/pop6/1_hires.png,POP,9/1/2007,Rare,['Metal'],['Stage 2'],130,51,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.
pop6-2,Lucario,POP Series 6,False,https://images.pokemontcg.io/pop6/2_hires.png,POP,9/1/2007,Rare,['Fighting'],['Stage 1'],90,30,It has the ability to sense the auras of all things. It understands human speech.
pop6-3,Manaphy,POP Series 6,False,https://images.pokemontcg.io/pop6/3_hires.png,POP,9/1/2007,Rare,['Water'],['Basic'],70,20,"Born on a cold seafloor, it will swim great distances to return to its birthplace."
pop6-4,Pachirisu,POP Series 6,False,https://images.pokemontcg.io/pop6/4_hires.png,POP,9/1/2007,Rare,['Lightning'],['Basic'],70,23,It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.
pop6-5,Rampardos,POP Series 6,False,https://images.pokemontcg.io/pop6/5_hires.png,POP,9/1/2007,Rare,['Fighting'],['Stage 2'],120,48,Its powerful head butt has enough power to shatter even the most durable things upon impact.
pop6-6,Drifloon,POP Series 6,False,https://images.pokemontcg.io/pop6/6_hires.png,POP,9/1/2007,Uncommon,['Psychic'],['Basic'],60,17,"A Pokémon formed by the spirits of people and Pokémon. It loves damp, humid seasons."
pop6-8,Riolu,POP Series 6,False,https://images.pokemontcg.io/pop6/8_hires.png,POP,9/1/2007,Uncommon,['Fighting'],['Basic'],60,7,The aura that emanates from its body intensifies to alert others if it is afraid or sad.
pop6-10,Staravia,POP Series 6,False,https://images.pokemontcg.io/pop6/10_hires.png,POP,9/1/2007,Uncommon,['Colorless'],['Stage 1'],70,21,It flies around forests and fields in search of bug Pokémon. It stays within a huge flock.
pop6-11,Bidoof,POP Series 6,False,https://images.pokemontcg.io/pop6/11_hires.png,POP,9/1/2007,Common,['Colorless'],['Basic'],50,10,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears."
pop6-12,Buneary,POP Series 6,False,https://images.pokemontcg.io/pop6/12_hires.png,POP,9/1/2007,Common,['Colorless'],['Basic'],50,11,It slams foes by sharply uncoiling is rolled ears. It stings enough to make a grown-up cry in pain.
pop6-13,Cherubi,POP Series 6,False,https://images.pokemontcg.io/pop6/13_hires.png,POP,9/1/2007,Common,['Grass'],['Basic'],50,7,"The small ball holds the nutrients needed for evolution. Apparently, it is very sweet and tasty."
pop6-14,Chimchar,POP Series 6,False,https://images.pokemontcg.io/pop6/14_hires.png,POP,9/1/2007,Common,['Fire'],['Basic'],50,8,It agilely scales cliffs to live atop craggy mountains. Its fire is put out when it sleeps.
pop6-15,Piplup,POP Series 6,False,https://images.pokemontcg.io/pop6/15_hires.png,POP,9/1/2007,Common,['Water'],['Basic'],60,9,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold."
pop6-16,Starly,POP Series 6,False,https://images.pokemontcg.io/pop6/16_hires.png,POP,9/1/2007,Common,['Colorless'],['Basic'],50,8,"They flock in great numbers. Though small, they flap their wings with great power."
pop6-17,Turtwig,POP Series 6,False,https://images.pokemontcg.io/pop6/17_hires.png,POP,9/1/2007,Common,['Grass'],['Basic'],60,10,"Made from soil, the shell on its back hardens when it drinks water. It lives along lakes."
dp3-1,Ampharos,Secret Wonders,False,https://images.pokemontcg.io/dp3/1_hires.png,Diamond & Pearl,11/1/2007,Rare Holo,['Lightning'],['Stage 2'],130,52,"The tip of its tail shines brightly. In the olden days, people sent signals using the tail's light."
dp3-2,Blastoise,Secret Wonders,False,https://images.pokemontcg.io/dp3/2_hires.png,Diamond & Pearl,11/1/2007,Rare Holo,['Water'],['Stage 2'],120,52,The jets of water it spouts from the rocket cannons on its shell can punch through thick steel.
dp3-3,Charizard,Secret Wonders,False,https://images.pokemontcg.io/dp3/3_hires.png,Diamond & Pearl,11/1/2007,Rare Holo,['Fire'],['Stage 2'],130,55,It is said that CHARIZARD's fire burns hotter if it has experienced harsh battles.
dp3-4,Entei,Secret Wonders,False,https://images.pokemontcg.io/dp3/4_hires.png,Diamond & Pearl,11/1/2007,Rare Holo,['Fire'],['Basic'],80,43,"It is said that when it roars, a volcano erupts somewhere around the globe."
dp3-5,Flygon,Secret Wonders,False,https://images.pokemontcg.io/dp3/5_hires.png,Diamond & Pearl,11/1/2007,Rare Holo,['Fighting'],['Stage 2'],120,60,"It whips up sandstorms with powerful flaps of its wings. It is known as ""The Desert Spirit."""
dp3-6,Gallade,Secret Wonders,False,https://images.pokemontcg.io/dp3/6_hires.png,Diamond & Pearl,11/1/2007,Rare Holo,['Fighting'],['Stage 2'],130,55,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows."
dp3-7,Gardevoir,Secret Wonders,False,https://images.pokemontcg.io/dp3/7_hires.png,Diamond & Pearl,11/1/2007,Rare Holo,['Psychic'],['Stage 2'],110,55,It will try to guard its trusted Trainer with its life. It has the ability to see the future.
dp3-8,Gastrodon East Sea,Secret Wonders,False,https://images.pokemontcg.io/dp3/8_hires.png,Diamond & Pearl,11/1/2007,Rare Holo,['Water'],['Stage 1'],100,43,"It has a pliable body without any bones. If any part of its body is torn off, it grows right back."
dp3-9,Gastrodon West Sea,Secret Wonders,False,https://images.pokemontcg.io/dp3/9_hires.png,Diamond & Pearl,11/1/2007,Rare Holo,['Fighting'],['Stage 1'],100,44,"It has a pliable body without any bones. If any part of its body is torn off, it grows right back."
dp3-10,Ho-Oh,Secret Wonders,False,https://images.pokemontcg.io/dp3/10_hires.png,Diamond & Pearl,11/1/2007,Rare Holo,['Fire'],['Basic'],90,45,Its feathers are in seven colors. It is said that anyone seeing it is promised eternal happiness.
dp3-11,Jumpluff,Secret Wonders,False,https://images.pokemontcg.io/dp3/11_hires.png,Diamond & Pearl,11/1/2007,Rare Holo,['Grass'],['Stage 2'],90,42,"Blown by seasonal winds, it circles the globe, scattering cotton spores as it goes."
dp3-12,Lickilicky,Secret Wonders,False,https://images.pokemontcg.io/dp3/12_hires.png,Diamond & Pearl,11/1/2007,Rare Holo,['Colorless'],['Stage 1'],110,46,It wraps things with its extensible tongue. Getting to close to it will leave you soaked with drool.
dp3-13,Ludicolo,Secret Wonders,False,https://images.pokemontcg.io/dp3/13_hires.png,Diamond & Pearl,11/1/2007,Rare Holo,['Water'],['Stage 2'],100,47,"If it hears festive music, all its muscles fill with energy. It can't help breaking out into a dance."
dp3-14,Lugia,Secret Wonders,False,https://images.pokemontcg.io/dp3/14_hires.png,Diamond & Pearl,11/1/2007,Rare Holo,['Colorless'],['Basic'],90,43,"It sleeps in a deep-sea trench. If it flaps its wings, it is said to cause a 40-day storm."
dp3-15,Mew,Secret Wonders,False,https://images.pokemontcg.io/dp3/15_hires.png,Diamond & Pearl,11/1/2007,Rare Holo,['Psychic'],['Basic'],60,40,"Because it can use all kinds of moves, many scientists believe MEW to be the ancestor of Pokémon."
dp3-16,Raikou,Secret Wonders,False,https://images.pokemontcg.io/dp3/16_hires.png,Diamond & Pearl,11/1/2007,Rare Holo,['Lightning'],['Basic'],80,42,It is said to have fallen with lightning. It can fire thunderbolts from the rain clouds on its back.
dp3-17,Roserade,Secret Wonders,False,https://images.pokemontcg.io/dp3/17_hires.png,Diamond & Pearl,11/1/2007,Rare Holo,['Grass'],['Stage 1'],90,37,"It attracts prey with a sweet aroma, then downs it with thorny whips hidden in its arms."
dp3-18,Salamence,Secret Wonders,False,https://images.pokemontcg.io/dp3/18_hires.png,Diamond & Pearl,11/1/2007,Rare Holo,['Colorless'],['Stage 2'],140,62,"As a result of its long-held dream of flying, its cellular structure changes, and wings grew out."
dp3-19,Suicune,Secret Wonders,False,https://images.pokemontcg.io/dp3/19_hires.png,Diamond & Pearl,11/1/2007,Rare Holo,['Water'],['Basic'],70,44,It races around the world to purify fouled water. It dashes away with the north wind.
dp3-20,Venusaur,Secret Wonders,False,https://images.pokemontcg.io/dp3/20_hires.png,Diamond & Pearl,11/1/2007,Rare Holo,['Grass'],['Stage 2'],130,51,"After a rainy day, the flower on its back smells stronger. The scent attracts other Pokémon."
dp3-21,Absol,Secret Wonders,False,https://images.pokemontcg.io/dp3/21_hires.png,Diamond & Pearl,11/1/2007,Rare,['Darkness'],['Basic'],70,31,It senses disasters coming and appears before people only to warn them of impending danger.
dp3-22,Arcanine,Secret Wonders,False,https://images.pokemontcg.io/dp3/22_hires.png,Diamond & Pearl,11/1/2007,Rare,['Fire'],['Stage 1'],100,48,Its proud and regal appearance has captured the hearts of people since long ago.
dp3-23,Banette,Secret Wonders,False,https://images.pokemontcg.io/dp3/23_hires.png,Diamond & Pearl,11/1/2007,Rare,['Psychic'],['Stage 1'],80,42,A doll that became a Pokémon over its grudge from being junked. It seeks the child that disowned it.
dp3-24,Dugtrio,Secret Wonders,False,https://images.pokemontcg.io/dp3/24_hires.png,Diamond & Pearl,11/1/2007,Rare,['Fighting'],['Stage 1'],90,46,"Its three heads moves alternately, driving it through tough soil to depths of over 60 miles."
dp3-25,Electivire,Secret Wonders,False,https://images.pokemontcg.io/dp3/25_hires.png,Diamond & Pearl,11/1/2007,Rare,['Lightning'],['Stage 1'],100,50,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power."
dp3-26,Electrode,Secret Wonders,False,https://images.pokemontcg.io/dp3/26_hires.png,Diamond & Pearl,11/1/2007,Rare,['Lightning'],['Stage 1'],80,42,It is known to drift on winds if it is bloated to bursting with stored electricity.
dp3-27,Furret,Secret Wonders,False,https://images.pokemontcg.io/dp3/27_hires.png,Diamond & Pearl,11/1/2007,Rare,['Colorless'],['Stage 1'],90,35,The mother puts its offspring to sleep by curling up around them. It corners foes with speed.
dp3-28,Golduck,Secret Wonders,False,https://images.pokemontcg.io/dp3/28_hires.png,Diamond & Pearl,11/1/2007,Rare,['Water'],['Stage 1'],90,39,A Pokémon that lives in lakes. It swims faster than any human swimming champion.
dp3-29,Golem,Secret Wonders,False,https://images.pokemontcg.io/dp3/29_hires.png,Diamond & Pearl,11/1/2007,Rare,['Fighting'],['Stage 2'],130,52,"It sheds its hide once a year. Its boulderlike body is so tough, even dynamite can't harm it."
dp3-30,Jynx,Secret Wonders,False,https://images.pokemontcg.io/dp3/30_hires.png,Diamond & Pearl,11/1/2007,Rare,['Psychic'],['Basic'],70,30,"It cries sound like human speech. However, it is impossible to tell what it is trying to say."
dp3-31,Magmortar,Secret Wonders,False,https://images.pokemontcg.io/dp3/31_hires.png,Diamond & Pearl,11/1/2007,Rare,['Fire'],['Stage 1'],110,52,"It blasts fireballs of over 3,600 degrees F from the ends of its arms. It lives in volcanic craters."
dp3-32,Minun,Secret Wonders,False,https://images.pokemontcg.io/dp3/32_hires.png,Diamond & Pearl,11/1/2007,Rare,['Lightning'],['Basic'],60,30,"It cheers on friends. If its friends are losing, its body lets off more and more sparks."
dp3-33,Mothim,Secret Wonders,False,https://images.pokemontcg.io/dp3/33_hires.png,Diamond & Pearl,11/1/2007,Rare,['Grass'],['Stage 1'],80,39,It loves the honey of flowers and steals honey collected by COMBEE.
dp3-34,Nidoking,Secret Wonders,False,https://images.pokemontcg.io/dp3/34_hires.png,Diamond & Pearl,11/1/2007,Rare,['Psychic'],['Stage 2'],130,55,One swing of its mighty tail can snap a telephone pole as if it were a matchstick.
dp3-35,Pidgeot,Secret Wonders,False,https://images.pokemontcg.io/dp3/35_hires.png,Diamond & Pearl,11/1/2007,Rare,['Colorless'],['Stage 2'],120,50,"By flapping its wings with all its might, PIDGEOT can make a gust of wind capable of bending tall trees."
dp3-36,Plusle,Secret Wonders,False,https://images.pokemontcg.io/dp3/36_hires.png,Diamond & Pearl,11/1/2007,Rare,['Lightning'],['Basic'],60,30,It cheers on friends with pom-poms made of sparks. It drains power from telephone poles.
dp3-37,Sharpedo,Secret Wonders,False,https://images.pokemontcg.io/dp3/37_hires.png,Diamond & Pearl,11/1/2007,Rare,['Darkness'],['Stage 1'],80,39,"Its fangs rip through sheet iron. It swims at 75 mph and is known as ""The Bully of the Sea."""
dp3-38,Sunflora,Secret Wonders,False,https://images.pokemontcg.io/dp3/38_hires.png,Diamond & Pearl,11/1/2007,Rare,['Grass'],['Stage 1'],80,35,It gets energy from warm sunlight and is known for its habit of moving in pursuit of it.
dp3-39,Unown S,Secret Wonders,False,https://images.pokemontcg.io/dp3/39_hires.png,Diamond & Pearl,11/1/2007,Rare,['Psychic'],['Basic'],50,18,"Shaped like ancient writing, it is a huge mystery whether language or UNOWN came first."
dp3-40,Weavile,Secret Wonders,False,https://images.pokemontcg.io/dp3/40_hires.png,Diamond & Pearl,11/1/2007,Rare,['Water'],['Stage 1'],80,30,"They live in cold regions, forming groups of four or five that hunt prey with impressive coordination."
dp3-41,Wormadam Plant Cloak,Secret Wonders,False,https://images.pokemontcg.io/dp3/41_hires.png,Diamond & Pearl,11/1/2007,Rare,['Grass'],['Stage 1'],80,36,"When BURMY evolved, its cloak became a part of this Pokémon's body. The cloak is never shed."
dp3-42,Wormadam Sandy Cloak,Secret Wonders,False,https://images.pokemontcg.io/dp3/42_hires.png,Diamond & Pearl,11/1/2007,Rare,['Fighting'],['Stage 1'],80,37,"When BURMY evolved, its cloak became a part of this Pokémon's body. The cloak is never shed."
dp3-43,Wormadam Trash Cloak,Secret Wonders,False,https://images.pokemontcg.io/dp3/43_hires.png,Diamond & Pearl,11/1/2007,Rare,['Metal'],['Stage 1'],70,38,"When BURMY evolved, its cloak became a part of this Pokémon's body. The cloak is never shed."
dp3-44,Xatu,Secret Wonders,False,https://images.pokemontcg.io/dp3/44_hires.png,Diamond & Pearl,11/1/2007,Rare,['Psychic'],['Stage 1'],80,44,This odd Pokémon can see both the past and the future. It eyes the sun's movement all day.
dp3-45,Breloom,Secret Wonders,False,https://images.pokemontcg.io/dp3/45_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Grass'],['Stage 1'],100,40,Its short arms stretch when it throws punches. Its technique is equal to that of pro boxers.
dp3-46,Charmeleon,Secret Wonders,False,https://images.pokemontcg.io/dp3/46_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Fire'],['Stage 1'],80,29,"In the rocky mountains where CHARMELEON live, their fiery tails shine at night like stars."
dp3-47,Cloyster,Secret Wonders,False,https://images.pokemontcg.io/dp3/47_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Water'],['Stage 1'],80,40,It fights by keeping its shell tightly shut for protection and by shooting spikes to repel foes.
dp3-48,Donphan,Secret Wonders,False,https://images.pokemontcg.io/dp3/48_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Fighting'],['Stage 1'],100,48,"It attacks by curling up, then rolling into its foe. It can blow apart a house in one hit."
dp3-49,Farfetch'd,Secret Wonders,False,https://images.pokemontcg.io/dp3/49_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Colorless'],['Basic'],60,26,It can't live without the stalk it holds. That's why it defends the stalk from attackers with its life.
dp3-50,Flaaffy,Secret Wonders,False,https://images.pokemontcg.io/dp3/50_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Lightning'],['Stage 1'],80,26,"If its coat becomes fully charged with electricity, its tail lights up. It fires hair that zaps on impact."
dp3-51,Ivysaur,Secret Wonders,False,https://images.pokemontcg.io/dp3/51_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Grass'],['Stage 1'],80,24,"When the bud on its back starts swelling, a sweet aroma wafts to indicate the flower's coming bloom."
dp3-52,Kecleon,Secret Wonders,False,https://images.pokemontcg.io/dp3/52_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Colorless'],['Basic'],70,28,"It can freely change its body's color. The zigzag pattern on its belly doesn't change, however."
dp3-53,Kirlia,Secret Wonders,False,https://images.pokemontcg.io/dp3/53_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Psychic'],['Stage 1'],80,28,It is highly perceptive of its Trainer's feelings. It dances when it is feeling happy.
dp3-54,Lombre,Secret Wonders,False,https://images.pokemontcg.io/dp3/54_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Water'],['Stage 1'],70,26,"It has a mischievous spirit. If it spots an angler, it will tug on the fishing line to interfere."
dp3-55,Miltank,Secret Wonders,False,https://images.pokemontcg.io/dp3/55_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Colorless'],['Basic'],90,32,"It is said that kids who drink MILTANK's milk grow up to become hearty, healthy adults."
dp3-56,Muk,Secret Wonders,False,https://images.pokemontcg.io/dp3/56_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Psychic'],['Stage 1'],80,43,A toxic fluids seeps from its body. The fluid instantly kills plants and trees on contact.
dp3-57,Nidorino,Secret Wonders,False,https://images.pokemontcg.io/dp3/57_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Psychic'],['Stage 1'],80,28,"It has a violent disposition and stabs foes with its horn, which oozes poison upon impact."
dp3-58,Pidgeotto,Secret Wonders,False,https://images.pokemontcg.io/dp3/58_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Colorless'],['Stage 1'],70,21,"It flies over its wide territory in search of prey, downing it with its highly developed claws."
dp3-59,Pinsir,Secret Wonders,False,https://images.pokemontcg.io/dp3/59_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Grass'],['Basic'],80,30,"It grips prey with its pincers until the prey is torn in half. What it can't tear, it tosses far."
dp3-60,Quagsire,Secret Wonders,False,https://images.pokemontcg.io/dp3/60_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Water'],['Stage 1'],90,38,"It has a sluggish nature. It lies at the river's bottom, waiting for prey to stray into its mouth."
dp3-61,Raticate,Secret Wonders,False,https://images.pokemontcg.io/dp3/61_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Colorless'],['Stage 1'],70,29,It whittles its constantly growing fangs by gnawing on hard things. It can chew apart cinder walls.
dp3-62,Roselia,Secret Wonders,False,https://images.pokemontcg.io/dp3/62_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Grass'],['Basic'],70,32,ROSELIA raised on clean drinking water are known to grow vividly colored flowers.
dp3-63,Sableye,Secret Wonders,False,https://images.pokemontcg.io/dp3/63_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Darkness'],['Basic'],60,26,It hides in the darkness of caves. Its diet of gems has transformed its eyes into gemstones.
dp3-64,Shelgon,Secret Wonders,False,https://images.pokemontcg.io/dp3/64_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Colorless'],['Stage 1'],80,32,"Within its rugged shell, its cells have begun changing. The shell peels off the instant it evolves."
dp3-65,Skiploom,Secret Wonders,False,https://images.pokemontcg.io/dp3/65_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Grass'],['Stage 1'],60,20,It blooms when the weather warms. It floats in the sky to soak up as much sunlight as possible.
dp3-66,Smeargle,Secret Wonders,False,https://images.pokemontcg.io/dp3/66_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Colorless'],['Basic'],70,31,"It marks its territory by using its tail like a paintbrush. There are more than 5,000 different marks."
dp3-67,Smoochum,Secret Wonders,False,https://images.pokemontcg.io/dp3/67_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Psychic'],['Basic'],50,6,"It tests everything by touching with its lips, which remember what it likes and dislikes."
dp3-68,Unown K,Secret Wonders,False,https://images.pokemontcg.io/dp3/68_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Psychic'],['Basic'],60,15,"Shaped like ancient writing, it is a huge mystery whether language or UNOWN came first."
dp3-69,Unown N,Secret Wonders,False,https://images.pokemontcg.io/dp3/69_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Psychic'],['Basic'],50,16,"Shaped like ancient writing, it is a huge mystery whether language or UNOWN came first."
dp3-70,Unown O,Secret Wonders,False,https://images.pokemontcg.io/dp3/70_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Psychic'],['Basic'],50,12,"Shaped like ancient writing, it is a huge mystery whether language or UNOWN came first."
dp3-71,Unown X,Secret Wonders,False,https://images.pokemontcg.io/dp3/71_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Psychic'],['Basic'],50,11,"Shaped like ancient writing, it is a huge mystery whether language or UNOWN came first."
dp3-72,Unown Z,Secret Wonders,False,https://images.pokemontcg.io/dp3/72_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Psychic'],['Basic'],50,16,"Shaped like ancient writing, it is a huge mystery whether language or UNOWN came first."
dp3-73,Venomoth,Secret Wonders,False,https://images.pokemontcg.io/dp3/73_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Grass'],['Stage 1'],80,42,It flutters its wings to scatter dustlike scales. The scales leach toxins if they contact skin.
dp3-74,Vibrava,Secret Wonders,False,https://images.pokemontcg.io/dp3/74_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Fighting'],['Stage 1'],80,37,"It violently shudders its wings, generating ultrasonic waves to induce headaches in people."
dp3-75,Wartortle,Secret Wonders,False,https://images.pokemontcg.io/dp3/75_hires.png,Diamond & Pearl,11/1/2007,Uncommon,['Water'],['Stage 1'],80,28,"It is said to live 10,000 years. Its furry tail is popular as a symbol of longevity."
dp3-76,Bagon,Secret Wonders,False,https://images.pokemontcg.io/dp3/76_hires.png,Diamond & Pearl,11/1/2007,Common,['Colorless'],['Basic'],50,11,"Dreaming of one day flying, it practices by leaping off cliffs every day."
